fname,labels,mids,split
352962_7.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_8.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
103597_1.wav,"Walk_and_footsteps,Stream,Water","/m/07pbtc8,/m/0j6m2,/m/0838f",train
103597_2.wav,"Walk_and_footsteps,Stream,Water","/m/07pbtc8,/m/0j6m2,/m/0838f",train
26247_1.wav,"Walk_and_footsteps,Stream,Water","/m/07pbtc8,/m/0j6m2,/m/0838f",train
26247_2.wav,"Walk_and_footsteps,Stream,Water","/m/07pbtc8,/m/0j6m2,/m/0838f",train
26247_3.wav,"Walk_and_footsteps,Stream,Water","/m/07pbtc8,/m/0j6m2,/m/0838f",train
343367_1.wav,"Walk_and_footsteps,Stream,Trickle_and_dribble,Chirp_and_tweet,Water,Pour,Liquid,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/07pbtc8,/m/0j6m2,/m/07pqc89,/m/07pggtn,/m/0838f,/m/07prgkl,/m/04k94,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
343367_2.wav,"Walk_and_footsteps,Stream,Trickle_and_dribble,Chirp_and_tweet,Water,Pour,Liquid,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/07pbtc8,/m/0j6m2,/m/07pqc89,/m/07pggtn,/m/0838f,/m/07prgkl,/m/04k94,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
242184_1.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_2.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_3.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_4.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_5.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_6.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_7.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
242184_8.wav,"Knock,Stream,Trickle_and_dribble,Traffic_noise_and_roadway_noise,Child_speech_and_kid_speaking,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal,Pour,Liquid,Motor_vehicle_(road),Vehicle,Speech,Human_voice,Door,Domestic_sounds_and_home_sounds","/m/07r4wb8,/m/0j6m2,/m/07pqc89,/m/0btp2,/m/0ytgt,/m/020bb7,/m/0838f,/m/015p6,/m/01280g,/m/0jbk,/m/07prgkl,/m/04k94,/m/012f08,/m/07yv9,/m/09x0r,/m/09l8g,/m/02dgv,/t/dd00071",train
245678_1.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245678_2.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245678_3.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245678_4.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245678_5.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245680_1.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245680_2.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245680_3.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245680_4.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245680_5.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_1.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_2.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_3.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_4.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_5.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_6.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_7.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_8.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
245684_9.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
352961_1.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
352961_2.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
352961_3.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
352961_4.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
352961_5.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
352961_6.wav,"Chatter,Stream,Human_group_actions,Water","/m/07rkbfh,/m/0j6m2,/t/dd00012,/m/0838f",train
79360_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
79360_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
79360_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
79360_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
79360_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_7.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_8.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
379906_9.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
209925_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
209925_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
209925_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_7.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_8.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_9.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_10.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_11.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_12.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_13.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_14.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_15.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_16.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_17.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_18.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
121351_19.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_7.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
275982_8.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
111639_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
111639_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
111639_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
111639_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
111639_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
111639_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
75288_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
75288_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
75288_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
271897_7.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
273434_7.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320028_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320028_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320028_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320028_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320028_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320028_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320029_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320029_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320029_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320029_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320029_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320029_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320035_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320035_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320035_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320035_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320035_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
320035_6.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
100390_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
100390_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
100390_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
100390_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
58413_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
34361_1.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_2.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_3.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_4.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_5.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_6.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_7.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_8.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
34361_9.wav,"Stream,Trickle_and_dribble,Water,Pour,Liquid","/m/0j6m2,/m/07pqc89,/m/0838f,/m/07prgkl,/m/04k94",train
394304_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
394304_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
394304_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
394304_4.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
394304_5.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
60995_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
60995_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
60995_3.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
60996_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
118857_1.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
118857_2.wav,"Stream,Water","/m/0j6m2,/m/0838f",train
