AudioFileName,avgRate,minRadius,maxRadius,expRadius,volume
SDT_FluidFlow_35.wav,0.426,0.185,0.582,0.428,0.618
SDT_FluidFlow_36.wav,0.727,0.49,0.68,0.308,0.551
SDT_FluidFlow_37.wav,0.648,0.124,0.751,0.631,0.54
SDT_FluidFlow_38.wav,0.507,0.207,0.538,0.58,0.666
SDT_FluidFlow_39.wav,0.207,0.301,0.717,0.46,0.719
SDT_FluidFlow_40.wav,0.738,0.233,0.707,0.427,0.664
SDT_FluidFlow_41.wav,0.291,0.339,0.721,0.207,0.52
SDT_FluidFlow_42.wav,0.634,0.119,0.673,0.379,0.691
SDT_FluidFlow_43.wav,0.481,0.251,0.695,0.384,0.648
SDT_FluidFlow_44.wav,0.725,0.372,0.774,0.599,0.578
SDT_FluidFlow_45.wav,0.64,0.277,0.766,0.619,0.649
SDT_FluidFlow_46.wav,0.61,0.243,0.551,0.354,0.612
SDT_FluidFlow_47.wav,0.618,0.476,0.716,0.565,0.508
SDT_FluidFlow_48.wav,0.715,0.401,0.681,0.47,0.677
SDT_FluidFlow_49.wav,0.299,0.292,0.52,0.366,0.612
SDT_FluidFlow_50.wav,0.724,0.31,0.794,0.562,0.5
SDT_FluidFlow_51.wav,0.223,0.314,0.604,0.401,0.512
SDT_FluidFlow_52.wav,0.688,0.478,0.763,0.469,0.75
SDT_FluidFlow_53.wav,0.571,0.136,0.771,0.672,0.504
SDT_FluidFlow_54.wav,0.597,0.281,0.601,0.202,0.679
SDT_FluidFlow_55.wav,0.201,0.456,0.719,0.542,0.548
SDT_FluidFlow_56.wav,0.557,0.381,0.563,0.77,0.672
SDT_FluidFlow_57.wav,0.31,0.144,0.652,0.757,0.657
SDT_FluidFlow_58.wav,0.213,0.219,0.798,0.495,0.529
SDT_FluidFlow_59.wav,0.353,0.158,0.711,0.538,0.661
SDT_FluidFlow_60.wav,0.27,0.48,0.55,0.38,0.511
SDT_FluidFlow_61.wav,0.324,0.396,0.583,0.566,0.592
SDT_FluidFlow_62.wav,0.536,0.497,0.777,0.229,0.74
SDT_FluidFlow_63.wav,0.561,0.386,0.659,0.668,0.615
SDT_FluidFlow_64.wav,0.458,0.262,0.786,0.551,0.594
SDT_FluidFlow_65.wav,0.375,0.104,0.544,0.298,0.584
SDT_FluidFlow_66.wav,0.419,0.414,0.53,0.421,0.509
SDT_FluidFlow_67.wav,0.362,0.172,0.549,0.586,0.599
SDT_FluidFlow_68.wav,0.527,0.157,0.595,0.276,0.56
SDT_FluidFlow_69.wav,0.23,0.235,0.559,0.767,0.518
SDT_FluidFlow_70.wav,0.442,0.467,0.608,0.396,0.525
SDT_FluidFlow_71.wav,0.488,0.309,0.611,0.756,0.703
SDT_FluidFlow_72.wav,0.277,0.312,0.538,0.664,0.509
SDT_FluidFlow_73.wav,0.403,0.423,0.727,0.793,0.542
SDT_FluidFlow_74.wav,0.541,0.265,0.767,0.625,0.702
SDT_FluidFlow_75.wav,0.321,0.43,0.573,0.241,0.525
SDT_FluidFlow_76.wav,0.536,0.33,0.595,0.497,0.697
SDT_FluidFlow_77.wav,0.637,0.4,0.571,0.481,0.555
SDT_FluidFlow_78.wav,0.359,0.36,0.757,0.31,0.59
SDT_FluidFlow_79.wav,0.242,0.464,0.788,0.771,0.726
SDT_FluidFlow_80.wav,0.474,0.433,0.725,0.333,0.599
SDT_FluidFlow_81.wav,0.328,0.384,0.513,0.732,0.537
SDT_FluidFlow_82.wav,0.322,0.303,0.626,0.441,0.538
SDT_FluidFlow_83.wav,0.564,0.317,0.549,0.578,0.67
SDT_FluidFlow_84.wav,0.74,0.332,0.664,0.656,0.581
SDT_FluidFlow_85.wav,0.503,0.322,0.711,0.651,0.636
SDT_FluidFlow_86.wav,0.337,0.104,0.614,0.676,0.725
SDT_FluidFlow_87.wav,0.704,0.242,0.511,0.549,0.564
SDT_FluidFlow_88.wav,0.684,0.169,0.783,0.452,0.68
SDT_FluidFlow_89.wav,0.698,0.309,0.522,0.739,0.717
SDT_FluidFlow_90.wav,0.225,0.129,0.576,0.286,0.504
SDT_FluidFlow_91.wav,0.722,0.3,0.612,0.783,0.537
SDT_FluidFlow_92.wav,0.605,0.306,0.625,0.537,0.632
SDT_FluidFlow_93.wav,0.22,0.359,0.53,0.659,0.629
SDT_FluidFlow_94.wav,0.569,0.134,0.752,0.486,0.552
SDT_FluidFlow_95.wav,0.529,0.371,0.641,0.76,0.711
SDT_FluidFlow_96.wav,0.439,0.375,0.698,0.356,0.7
SDT_FluidFlow_97.wav,0.609,0.1,0.75,0.321,0.643
SDT_FluidFlow_98.wav,0.406,0.13,0.666,0.786,0.706
SDT_FluidFlow_99.wav,0.682,0.283,0.63,0.75,0.541
SDT_FluidFlow_100.wav,0.281,0.208,0.597,0.697,0.514
SDT_FluidFlow_101.wav,0.223,0.32,0.641,0.294,0.716
SDT_FluidFlow_102.wav,0.65,0.138,0.73,0.678,0.747
SDT_FluidFlow_103.wav,0.455,0.116,0.708,0.515,0.512
SDT_FluidFlow_104.wav,0.492,0.455,0.552,0.214,0.654
SDT_FluidFlow_105.wav,0.593,0.247,0.535,0.68,0.587
SDT_FluidFlow_106.wav,0.438,0.459,0.766,0.732,0.72
SDT_FluidFlow_107.wav,0.58,0.42,0.659,0.62,0.584
SDT_FluidFlow_108.wav,0.28,0.412,0.744,0.626,0.712
SDT_FluidFlow_109.wav,0.443,0.468,0.6,0.712,0.67
SDT_FluidFlow_110.wav,0.712,0.157,0.677,0.795,0.547
SDT_FluidFlow_111.wav,0.694,0.279,0.652,0.45,0.614
SDT_FluidFlow_112.wav,0.7,0.391,0.526,0.231,0.51
SDT_FluidFlow_113.wav,0.361,0.112,0.679,0.658,0.719
SDT_FluidFlow_114.wav,0.346,0.145,0.769,0.768,0.657
SDT_FluidFlow_115.wav,0.515,0.422,0.68,0.487,0.736
SDT_FluidFlow_116.wav,0.294,0.295,0.695,0.489,0.734
SDT_FluidFlow_117.wav,0.462,0.13,0.534,0.483,0.684
SDT_FluidFlow_118.wav,0.219,0.468,0.653,0.496,0.508
SDT_FluidFlow_119.wav,0.405,0.435,0.587,0.255,0.53
SDT_FluidFlow_120.wav,0.643,0.114,0.62,0.437,0.708
SDT_FluidFlow_121.wav,0.348,0.482,0.627,0.25,0.536
SDT_FluidFlow_122.wav,0.202,0.196,0.73,0.669,0.725
SDT_FluidFlow_123.wav,0.679,0.103,0.602,0.452,0.733
SDT_FluidFlow_124.wav,0.35,0.168,0.565,0.514,0.586
SDT_FluidFlow_125.wav,0.367,0.164,0.508,0.342,0.618
SDT_FluidFlow_126.wav,0.388,0.238,0.694,0.644,0.648
SDT_FluidFlow_127.wav,0.255,0.15,0.687,0.604,0.594
SDT_FluidFlow_128.wav,0.297,0.162,0.783,0.353,0.561
SDT_FluidFlow_129.wav,0.687,0.189,0.602,0.456,0.512
SDT_FluidFlow_130.wav,0.288,0.383,0.506,0.473,0.518
SDT_FluidFlow_131.wav,0.471,0.241,0.694,0.491,0.536
SDT_FluidFlow_132.wav,0.473,0.241,0.726,0.444,0.611
SDT_FluidFlow_133.wav,0.438,0.401,0.686,0.241,0.502
SDT_FluidFlow_134.wav,0.673,0.252,0.654,0.34,0.738
SDT_FluidFlow_135.wav,0.261,0.19,0.782,0.276,0.64
SDT_FluidFlow_136.wav,0.648,0.176,0.782,0.7,0.6
SDT_FluidFlow_137.wav,0.702,0.3,0.651,0.32,0.613
SDT_FluidFlow_138.wav,0.539,0.17,0.624,0.527,0.522
SDT_FluidFlow_139.wav,0.693,0.2,0.604,0.201,0.612
SDT_FluidFlow_140.wav,0.499,0.104,0.576,0.408,0.745
SDT_FluidFlow_141.wav,0.396,0.362,0.718,0.309,0.688
SDT_FluidFlow_142.wav,0.262,0.424,0.676,0.743,0.636
SDT_FluidFlow_143.wav,0.465,0.234,0.727,0.217,0.721
SDT_FluidFlow_144.wav,0.228,0.1,0.589,0.483,0.645
SDT_FluidFlow_145.wav,0.459,0.316,0.536,0.735,0.571
SDT_FluidFlow_146.wav,0.698,0.422,0.569,0.627,0.518
SDT_FluidFlow_147.wav,0.373,0.248,0.692,0.439,0.715
SDT_FluidFlow_148.wav,0.705,0.182,0.523,0.499,0.571
SDT_FluidFlow_149.wav,0.291,0.377,0.688,0.652,0.526
SDT_FluidFlow_150.wav,0.619,0.363,0.644,0.734,0.697
SDT_FluidFlow_151.wav,0.393,0.316,0.633,0.607,0.539
SDT_FluidFlow_152.wav,0.661,0.161,0.636,0.488,0.535
SDT_FluidFlow_153.wav,0.642,0.246,0.627,0.657,0.604
SDT_FluidFlow_154.wav,0.515,0.339,0.752,0.56,0.663
SDT_FluidFlow_155.wav,0.243,0.319,0.608,0.301,0.513
SDT_FluidFlow_156.wav,0.612,0.207,0.508,0.451,0.722
SDT_FluidFlow_157.wav,0.207,0.358,0.524,0.701,0.672
SDT_FluidFlow_158.wav,0.695,0.426,0.643,0.205,0.529
SDT_FluidFlow_159.wav,0.203,0.231,0.735,0.711,0.725
SDT_FluidFlow_160.wav,0.299,0.467,0.709,0.403,0.609
SDT_FluidFlow_161.wav,0.678,0.263,0.639,0.32,0.662
SDT_FluidFlow_162.wav,0.66,0.315,0.554,0.526,0.537
SDT_FluidFlow_163.wav,0.412,0.166,0.575,0.335,0.697
SDT_FluidFlow_164.wav,0.46,0.311,0.797,0.559,0.555
SDT_FluidFlow_165.wav,0.333,0.319,0.574,0.63,0.726
SDT_FluidFlow_166.wav,0.225,0.217,0.734,0.262,0.591
SDT_FluidFlow_167.wav,0.704,0.414,0.749,0.325,0.574
SDT_FluidFlow_168.wav,0.262,0.447,0.689,0.754,0.719
SDT_FluidFlow_169.wav,0.437,0.303,0.667,0.24,0.629
SDT_FluidFlow_170.wav,0.637,0.372,0.772,0.517,0.623
SDT_FluidFlow_171.wav,0.676,0.338,0.578,0.443,0.511
SDT_FluidFlow_172.wav,0.313,0.273,0.501,0.41,0.535
SDT_FluidFlow_173.wav,0.737,0.314,0.753,0.362,0.599
SDT_FluidFlow_174.wav,0.353,0.329,0.57,0.447,0.652
SDT_FluidFlow_175.wav,0.261,0.495,0.617,0.434,0.723
SDT_FluidFlow_176.wav,0.377,0.116,0.695,0.234,0.52
SDT_FluidFlow_177.wav,0.555,0.271,0.568,0.348,0.682
SDT_FluidFlow_178.wav,0.408,0.255,0.693,0.486,0.586
SDT_FluidFlow_179.wav,0.687,0.22,0.516,0.423,0.518
SDT_FluidFlow_180.wav,0.514,0.351,0.771,0.529,0.702
SDT_FluidFlow_181.wav,0.537,0.334,0.663,0.286,0.56
SDT_FluidFlow_182.wav,0.729,0.179,0.654,0.359,0.519
SDT_FluidFlow_183.wav,0.492,0.383,0.784,0.5,0.545
SDT_FluidFlow_184.wav,0.534,0.211,0.547,0.404,0.58
SDT_FluidFlow_185.wav,0.497,0.154,0.71,0.411,0.697
SDT_FluidFlow_186.wav,0.691,0.25,0.794,0.535,0.616
SDT_FluidFlow_187.wav,0.634,0.231,0.601,0.372,0.654
SDT_FluidFlow_188.wav,0.692,0.15,0.563,0.754,0.555
SDT_FluidFlow_189.wav,0.713,0.436,0.502,0.764,0.607
SDT_FluidFlow_190.wav,0.237,0.163,0.644,0.69,0.743
SDT_FluidFlow_191.wav,0.585,0.283,0.586,0.714,0.637
SDT_FluidFlow_192.wav,0.394,0.214,0.78,0.377,0.577
SDT_FluidFlow_193.wav,0.425,0.221,0.64,0.68,0.646
SDT_FluidFlow_194.wav,0.3,0.108,0.711,0.586,0.646
SDT_FluidFlow_195.wav,0.217,0.168,0.649,0.314,0.628
SDT_FluidFlow_196.wav,0.257,0.172,0.792,0.354,0.694
SDT_FluidFlow_197.wav,0.593,0.492,0.765,0.36,0.533
SDT_FluidFlow_198.wav,0.365,0.489,0.645,0.467,0.533
SDT_FluidFlow_199.wav,0.547,0.156,0.736,0.22,0.59
SDT_FluidFlow_200.wav,0.518,0.261,0.504,0.367,0.541
SDT_FluidFlow_201.wav,0.545,0.479,0.683,0.62,0.712
SDT_FluidFlow_202.wav,0.382,0.174,0.732,0.512,0.705
SDT_FluidFlow_203.wav,0.405,0.299,0.522,0.357,0.682
SDT_FluidFlow_204.wav,0.376,0.279,0.668,0.718,0.664
SDT_FluidFlow_205.wav,0.384,0.28,0.759,0.321,0.589
SDT_FluidFlow_206.wav,0.578,0.131,0.783,0.689,0.505
SDT_FluidFlow_207.wav,0.643,0.132,0.509,0.385,0.556
SDT_FluidFlow_208.wav,0.662,0.271,0.526,0.249,0.666
SDT_FluidFlow_209.wav,0.301,0.215,0.672,0.541,0.578
SDT_FluidFlow_210.wav,0.659,0.273,0.782,0.783,0.502
SDT_FluidFlow_211.wav,0.387,0.382,0.706,0.775,0.676
SDT_FluidFlow_212.wav,0.744,0.122,0.72,0.291,0.598
SDT_FluidFlow_213.wav,0.203,0.366,0.553,0.686,0.628
SDT_FluidFlow_214.wav,0.727,0.465,0.557,0.261,0.71
SDT_FluidFlow_215.wav,0.327,0.23,0.508,0.328,0.71
SDT_FluidFlow_216.wav,0.596,0.192,0.78,0.261,0.716
SDT_FluidFlow_217.wav,0.277,0.427,0.745,0.562,0.654
SDT_FluidFlow_218.wav,0.232,0.235,0.631,0.781,0.507
SDT_FluidFlow_219.wav,0.229,0.366,0.535,0.48,0.538
SDT_FluidFlow_220.wav,0.371,0.371,0.637,0.324,0.601
SDT_FluidFlow_221.wav,0.397,0.364,0.653,0.212,0.725
SDT_FluidFlow_222.wav,0.591,0.352,0.514,0.619,0.566
SDT_FluidFlow_223.wav,0.697,0.121,0.678,0.516,0.601
SDT_FluidFlow_224.wav,0.555,0.128,0.508,0.414,0.509
SDT_FluidFlow_225.wav,0.693,0.46,0.731,0.757,0.572
SDT_FluidFlow_226.wav,0.7,0.212,0.709,0.609,0.745
SDT_FluidFlow_227.wav,0.382,0.213,0.546,0.649,0.701
SDT_FluidFlow_228.wav,0.377,0.413,0.768,0.775,0.719
SDT_FluidFlow_229.wav,0.319,0.185,0.629,0.796,0.646
SDT_FluidFlow_230.wav,0.243,0.404,0.561,0.472,0.656
SDT_FluidFlow_231.wav,0.436,0.369,0.659,0.681,0.543
SDT_FluidFlow_232.wav,0.307,0.407,0.518,0.554,0.732
SDT_FluidFlow_233.wav,0.732,0.361,0.765,0.728,0.687
SDT_FluidFlow_234.wav,0.34,0.14,0.72,0.54,0.708
SDT_FluidFlow_235.wav,0.583,0.195,0.527,0.726,0.645
SDT_FluidFlow_236.wav,0.566,0.442,0.718,0.685,0.609
SDT_FluidFlow_237.wav,0.43,0.256,0.505,0.544,0.705
SDT_FluidFlow_238.wav,0.41,0.242,0.716,0.623,0.748
SDT_FluidFlow_239.wav,0.341,0.482,0.672,0.308,0.688
SDT_FluidFlow_240.wav,0.317,0.457,0.785,0.653,0.616
SDT_FluidFlow_241.wav,0.23,0.406,0.663,0.714,0.701
SDT_FluidFlow_242.wav,0.37,0.11,0.643,0.626,0.54
SDT_FluidFlow_243.wav,0.346,0.443,0.639,0.707,0.505
SDT_FluidFlow_244.wav,0.748,0.237,0.733,0.39,0.736
SDT_FluidFlow_245.wav,0.511,0.144,0.733,0.563,0.678
SDT_FluidFlow_246.wav,0.575,0.485,0.541,0.347,0.731
SDT_FluidFlow_247.wav,0.517,0.446,0.658,0.416,0.72
SDT_FluidFlow_248.wav,0.467,0.434,0.629,0.27,0.623
SDT_FluidFlow_249.wav,0.39,0.213,0.66,0.514,0.659
SDT_FluidFlow_250.wav,0.708,0.318,0.787,0.231,0.589
SDT_FluidFlow_251.wav,0.624,0.173,0.731,0.784,0.706
SDT_FluidFlow_252.wav,0.496,0.363,0.713,0.305,0.641
SDT_FluidFlow_253.wav,0.462,0.299,0.502,0.256,0.528
SDT_FluidFlow_254.wav,0.605,0.362,0.519,0.455,0.711
SDT_FluidFlow_255.wav,0.218,0.275,0.659,0.298,0.691
SDT_FluidFlow_256.wav,0.411,0.329,0.776,0.313,0.601
SDT_FluidFlow_257.wav,0.433,0.387,0.527,0.331,0.533
SDT_FluidFlow_258.wav,0.561,0.491,0.764,0.793,0.512
SDT_FluidFlow_259.wav,0.589,0.125,0.729,0.773,0.658
SDT_FluidFlow_260.wav,0.337,0.292,0.742,0.267,0.544
SDT_FluidFlow_261.wav,0.404,0.215,0.606,0.468,0.563
SDT_FluidFlow_262.wav,0.399,0.391,0.688,0.326,0.612
SDT_FluidFlow_263.wav,0.316,0.122,0.761,0.687,0.628
SDT_FluidFlow_264.wav,0.446,0.142,0.579,0.739,0.653
SDT_FluidFlow_265.wav,0.548,0.395,0.566,0.792,0.664
SDT_FluidFlow_266.wav,0.562,0.412,0.525,0.65,0.629
SDT_FluidFlow_267.wav,0.202,0.147,0.544,0.556,0.643
SDT_FluidFlow_268.wav,0.459,0.317,0.714,0.504,0.715
SDT_FluidFlow_269.wav,0.292,0.181,0.628,0.219,0.531
SDT_FluidFlow_270.wav,0.463,0.443,0.58,0.237,0.516
SDT_FluidFlow_271.wav,0.444,0.325,0.523,0.703,0.678
SDT_FluidFlow_272.wav,0.479,0.146,0.67,0.246,0.651
SDT_FluidFlow_273.wav,0.677,0.247,0.786,0.458,0.701
SDT_FluidFlow_274.wav,0.52,0.205,0.514,0.584,0.548
SDT_FluidFlow_275.wav,0.5,0.138,0.648,0.28,0.588
SDT_FluidFlow_276.wav,0.338,0.335,0.759,0.787,0.503
SDT_FluidFlow_277.wav,0.553,0.417,0.796,0.616,0.714
SDT_FluidFlow_278.wav,0.617,0.334,0.609,0.223,0.524
SDT_FluidFlow_279.wav,0.266,0.291,0.649,0.282,0.508
SDT_FluidFlow_280.wav,0.603,0.458,0.618,0.232,0.584
SDT_FluidFlow_281.wav,0.629,0.497,0.562,0.338,0.73
SDT_FluidFlow_282.wav,0.706,0.488,0.601,0.73,0.506
SDT_FluidFlow_283.wav,0.689,0.488,0.668,0.239,0.659
SDT_FluidFlow_284.wav,0.457,0.201,0.599,0.505,0.72
SDT_FluidFlow_285.wav,0.562,0.311,0.742,0.317,0.693
SDT_FluidFlow_286.wav,0.327,0.436,0.502,0.79,0.7
SDT_FluidFlow_287.wav,0.316,0.111,0.512,0.476,0.51
SDT_FluidFlow_288.wav,0.288,0.43,0.762,0.329,0.668
SDT_FluidFlow_289.wav,0.498,0.117,0.679,0.577,0.672
SDT_FluidFlow_290.wav,0.397,0.184,0.655,0.638,0.6
SDT_FluidFlow_291.wav,0.304,0.341,0.744,0.769,0.524
SDT_FluidFlow_292.wav,0.544,0.245,0.703,0.53,0.599
SDT_FluidFlow_293.wav,0.717,0.382,0.671,0.702,0.563
SDT_FluidFlow_294.wav,0.421,0.408,0.658,0.667,0.653
SDT_FluidFlow_295.wav,0.576,0.239,0.616,0.235,0.717
SDT_FluidFlow_296.wav,0.51,0.465,0.547,0.662,0.512
SDT_FluidFlow_297.wav,0.512,0.117,0.683,0.542,0.526
SDT_FluidFlow_298.wav,0.568,0.452,0.702,0.343,0.619
SDT_FluidFlow_299.wav,0.326,0.445,0.62,0.637,0.592
SDT_FluidFlow_300.wav,0.313,0.47,0.653,0.608,0.688
SDT_FluidFlow_301.wav,0.357,0.254,0.577,0.709,0.595
SDT_FluidFlow_302.wav,0.236,0.272,0.742,0.577,0.603
SDT_FluidFlow_303.wav,0.502,0.225,0.648,0.315,0.653
SDT_FluidFlow_304.wav,0.334,0.12,0.689,0.706,0.519
SDT_FluidFlow_305.wav,0.264,0.354,0.74,0.686,0.538
SDT_FluidFlow_306.wav,0.334,0.236,0.515,0.66,0.623
SDT_FluidFlow_307.wav,0.71,0.272,0.643,0.302,0.729
SDT_FluidFlow_308.wav,0.531,0.258,0.569,0.502,0.742
SDT_FluidFlow_309.wav,0.633,0.189,0.665,0.691,0.72
SDT_FluidFlow_310.wav,0.506,0.307,0.673,0.611,0.741
SDT_FluidFlow_311.wav,0.531,0.161,0.567,0.332,0.649
SDT_FluidFlow_312.wav,0.624,0.167,0.79,0.382,0.651
SDT_FluidFlow_313.wav,0.621,0.17,0.615,0.747,0.521
SDT_FluidFlow_314.wav,0.231,0.106,0.552,0.521,0.62
SDT_FluidFlow_315.wav,0.287,0.376,0.662,0.722,0.667
SDT_FluidFlow_316.wav,0.389,0.199,0.753,0.692,0.519
SDT_FluidFlow_317.wav,0.62,0.205,0.512,0.778,0.72
SDT_FluidFlow_318.wav,0.628,0.35,0.774,0.796,0.677
SDT_FluidFlow_319.wav,0.533,0.264,0.51,0.725,0.597
SDT_FluidFlow_320.wav,0.564,0.441,0.528,0.532,0.522
SDT_FluidFlow_321.wav,0.686,0.349,0.646,0.404,0.614
SDT_FluidFlow_322.wav,0.596,0.475,0.547,0.435,0.623
SDT_FluidFlow_323.wav,0.739,0.344,0.715,0.432,0.635
SDT_FluidFlow_324.wav,0.332,0.287,0.776,0.327,0.741
SDT_FluidFlow_325.wav,0.595,0.344,0.756,0.569,0.566
SDT_FluidFlow_326.wav,0.392,0.171,0.63,0.324,0.524
SDT_FluidFlow_327.wav,0.25,0.188,0.768,0.705,0.508
SDT_FluidFlow_328.wav,0.535,0.441,0.775,0.64,0.527
SDT_FluidFlow_329.wav,0.594,0.442,0.656,0.509,0.671
SDT_FluidFlow_330.wav,0.404,0.243,0.727,0.476,0.502
SDT_FluidFlow_331.wav,0.493,0.413,0.651,0.279,0.643
SDT_FluidFlow_332.wav,0.388,0.331,0.674,0.333,0.734
SDT_FluidFlow_333.wav,0.607,0.326,0.623,0.548,0.708
SDT_FluidFlow_334.wav,0.3,0.352,0.661,0.654,0.557
SDT_FluidFlow_335.wav,0.512,0.491,0.663,0.593,0.743
SDT_FluidFlow_336.wav,0.439,0.166,0.722,0.461,0.539
SDT_FluidFlow_337.wav,0.409,0.219,0.65,0.655,0.67
SDT_FluidFlow_338.wav,0.526,0.392,0.738,0.617,0.744
SDT_FluidFlow_339.wav,0.681,0.484,0.596,0.567,0.622
SDT_FluidFlow_340.wav,0.468,0.421,0.5,0.281,0.599
SDT_FluidFlow_341.wav,0.392,0.373,0.525,0.736,0.602
SDT_FluidFlow_342.wav,0.424,0.227,0.646,0.365,0.699
SDT_FluidFlow_343.wav,0.508,0.118,0.605,0.24,0.634
SDT_FluidFlow_344.wav,0.308,0.177,0.785,0.765,0.55
SDT_FluidFlow_345.wav,0.601,0.226,0.501,0.682,0.712
SDT_FluidFlow_346.wav,0.257,0.437,0.581,0.413,0.604
SDT_FluidFlow_347.wav,0.613,0.101,0.704,0.392,0.691
SDT_FluidFlow_348.wav,0.735,0.273,0.516,0.745,0.592
SDT_FluidFlow_349.wav,0.486,0.389,0.562,0.759,0.563
SDT_FluidFlow_350.wav,0.285,0.167,0.623,0.221,0.655
SDT_FluidFlow_351.wav,0.315,0.345,0.593,0.738,0.58
SDT_FluidFlow_352.wav,0.566,0.422,0.738,0.306,0.673
SDT_FluidFlow_353.wav,0.616,0.183,0.741,0.613,0.614
SDT_FluidFlow_354.wav,0.49,0.186,0.699,0.432,0.641
SDT_FluidFlow_355.wav,0.487,0.253,0.716,0.428,0.694
SDT_FluidFlow_356.wav,0.557,0.116,0.712,0.205,0.74
SDT_FluidFlow_357.wav,0.587,0.249,0.704,0.422,0.619
SDT_FluidFlow_358.wav,0.398,0.387,0.629,0.536,0.65
SDT_FluidFlow_359.wav,0.329,0.435,0.543,0.376,0.629
SDT_FluidFlow_360.wav,0.305,0.14,0.573,0.523,0.718
SDT_FluidFlow_361.wav,0.342,0.403,0.687,0.377,0.548
SDT_FluidFlow_362.wav,0.544,0.133,0.661,0.696,0.582
SDT_FluidFlow_363.wav,0.662,0.451,0.789,0.759,0.658
SDT_FluidFlow_364.wav,0.747,0.418,0.775,0.398,0.508
SDT_FluidFlow_365.wav,0.638,0.492,0.647,0.733,0.5
SDT_FluidFlow_366.wav,0.253,0.193,0.612,0.617,0.652
SDT_FluidFlow_367.wav,0.293,0.434,0.705,0.467,0.585
SDT_FluidFlow_368.wav,0.368,0.21,0.68,0.738,0.679
SDT_FluidFlow_369.wav,0.547,0.388,0.647,0.645,0.555
SDT_FluidFlow_370.wav,0.297,0.205,0.692,0.641,0.553
SDT_FluidFlow_371.wav,0.525,0.132,0.511,0.588,0.713
SDT_FluidFlow_372.wav,0.729,0.473,0.701,0.723,0.501
SDT_FluidFlow_373.wav,0.32,0.448,0.74,0.494,0.634
SDT_FluidFlow_374.wav,0.269,0.496,0.743,0.213,0.654
SDT_FluidFlow_375.wav,0.522,0.305,0.542,0.222,0.56
SDT_FluidFlow_376.wav,0.224,0.486,0.753,0.553,0.565
SDT_FluidFlow_377.wav,0.738,0.395,0.629,0.407,0.686
SDT_FluidFlow_378.wav,0.501,0.255,0.793,0.449,0.511
SDT_FluidFlow_379.wav,0.481,0.486,0.778,0.671,0.748
SDT_FluidFlow_380.wav,0.64,0.389,0.652,0.574,0.506
SDT_FluidFlow_381.wav,0.594,0.193,0.568,0.229,0.607
SDT_FluidFlow_382.wav,0.228,0.285,0.622,0.574,0.573
SDT_FluidFlow_383.wav,0.371,0.46,0.769,0.259,0.638
SDT_FluidFlow_384.wav,0.349,0.428,0.513,0.446,0.586
SDT_FluidFlow_385.wav,0.286,0.474,0.707,0.266,0.526
SDT_FluidFlow_386.wav,0.268,0.493,0.562,0.677,0.71
SDT_FluidFlow_387.wav,0.41,0.333,0.549,0.755,0.554
