fname,labels,mids,split
193784_4.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_5.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_6.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_7.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_8.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_9.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_10.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_11.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_12.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
193784_13.wav,"Male_speech_and_man_speaking,Stream,Trickle_and_dribble,Speech,Human_voice,Water,Pour,Liquid","/m/05zppz,/m/0j6m2,/m/07pqc89,/m/09x0r,/m/09l8g,/m/0838f,/m/07prgkl,/m/04k94",train
34355_1.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_2.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_3.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_4.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_5.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_6.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_7.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_8.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_9.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_10.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_11.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
34355_12.wav,"Stream,Chirp_and_tweet,Wind,Water,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/0j6m2,/m/07pggtn,/m/03m9d0z,/m/0838f,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",train
207473_1.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_2.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_3.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_4.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_5.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_6.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_7.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
207473_8.wav,"Stream,Bird,Wild_animals,Animal,Water","/m/0j6m2,/m/015p6,/m/01280g,/m/0jbk,/m/0838f",train
395207_1.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_2.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_3.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_4.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_5.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_6.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_7.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_8.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_9.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_10.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_11.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_12.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_13.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_14.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_15.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_16.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_17.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_18.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_19.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_20.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_21.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395207_22.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_1.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_2.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_3.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_4.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_5.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_6.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_7.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_8.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_9.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_10.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_11.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_12.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
395222_13.wav,"Stream,Cricket,Bird,Wild_animals,Animal,Water,Insect","/m/0j6m2,/m/09xqv,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/03vt0",val
352962_1.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_2.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_3.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_4.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_5.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_6.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_7.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_8.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_9.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_10.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_11.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_12.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
352962_13.wav,"Stream,Chirp_and_tweet,Car_passing_by,Bird,Wild_animals,Animal,Water,Bird_vocalization_and_bird_call_and_bird_song,Car,Motor_vehicle_(road),Vehicle","/m/0j6m2,/m/07pggtn,/t/dd00134,/m/015p6,/m/01280g,/m/0jbk,/m/0838f,/m/020bb7,/m/0k4j,/m/012f08,/m/07yv9",val
