AudioFileName,avgRate,minRadius,maxRadius,expRadius,volume
SDT_FluidFlow_48.wav,0.2,0.1,0.633,0.667,0.658
SDT_FluidFlow_49.wav,0.2,0.1,0.633,0.733,0.561
SDT_FluidFlow_50.wav,0.2,0.1,0.633,0.8,0.529
SDT_FluidFlow_51.wav,0.2,0.1,0.667,0.2,0.699
SDT_FluidFlow_52.wav,0.2,0.1,0.667,0.267,0.704
SDT_FluidFlow_53.wav,0.2,0.1,0.667,0.333,0.537
SDT_FluidFlow_54.wav,0.2,0.1,0.667,0.4,0.511
SDT_FluidFlow_55.wav,0.2,0.1,0.667,0.467,0.728
SDT_FluidFlow_56.wav,0.2,0.1,0.667,0.533,0.67
SDT_FluidFlow_57.wav,0.2,0.1,0.667,0.6,0.659
SDT_FluidFlow_58.wav,0.2,0.1,0.667,0.667,0.644
SDT_FluidFlow_59.wav,0.2,0.1,0.667,0.733,0.593
SDT_FluidFlow_60.wav,0.2,0.1,0.667,0.8,0.509
SDT_FluidFlow_61.wav,0.2,0.1,0.7,0.2,0.74
SDT_FluidFlow_62.wav,0.2,0.1,0.7,0.267,0.531
SDT_FluidFlow_63.wav,0.2,0.1,0.7,0.333,0.7
SDT_FluidFlow_64.wav,0.2,0.1,0.7,0.4,0.506
SDT_FluidFlow_65.wav,0.2,0.1,0.7,0.467,0.525
SDT_FluidFlow_66.wav,0.2,0.1,0.7,0.533,0.555
SDT_FluidFlow_67.wav,0.2,0.1,0.7,0.6,0.588
SDT_FluidFlow_68.wav,0.2,0.1,0.7,0.667,0.626
SDT_FluidFlow_69.wav,0.2,0.1,0.7,0.733,0.525
SDT_FluidFlow_70.wav,0.2,0.1,0.7,0.8,0.55
SDT_FluidFlow_71.wav,0.2,0.1,0.733,0.2,0.683
SDT_FluidFlow_72.wav,0.2,0.1,0.733,0.267,0.73
SDT_FluidFlow_73.wav,0.2,0.1,0.733,0.333,0.668
SDT_FluidFlow_74.wav,0.2,0.1,0.733,0.4,0.515
SDT_FluidFlow_75.wav,0.2,0.1,0.733,0.467,0.711
SDT_FluidFlow_76.wav,0.2,0.1,0.733,0.533,0.563
SDT_FluidFlow_77.wav,0.2,0.1,0.733,0.6,0.611
SDT_FluidFlow_78.wav,0.2,0.1,0.733,0.667,0.618
SDT_FluidFlow_79.wav,0.2,0.1,0.733,0.733,0.642
SDT_FluidFlow_80.wav,0.2,0.1,0.733,0.8,0.578
SDT_FluidFlow_81.wav,0.2,0.1,0.767,0.2,0.709
SDT_FluidFlow_82.wav,0.2,0.1,0.767,0.267,0.64
SDT_FluidFlow_83.wav,0.2,0.1,0.767,0.333,0.685
SDT_FluidFlow_84.wav,0.2,0.1,0.767,0.4,0.511
SDT_FluidFlow_85.wav,0.2,0.1,0.767,0.467,0.56
SDT_FluidFlow_86.wav,0.2,0.1,0.767,0.533,0.588
SDT_FluidFlow_87.wav,0.2,0.1,0.767,0.6,0.59
SDT_FluidFlow_88.wav,0.2,0.1,0.767,0.667,0.658
SDT_FluidFlow_89.wav,0.2,0.1,0.767,0.733,0.679
SDT_FluidFlow_90.wav,0.2,0.1,0.767,0.8,0.604
SDT_FluidFlow_91.wav,0.2,0.1,0.8,0.2,0.5
SDT_FluidFlow_92.wav,0.2,0.1,0.8,0.267,0.584
SDT_FluidFlow_93.wav,0.2,0.1,0.8,0.333,0.659
SDT_FluidFlow_94.wav,0.2,0.1,0.8,0.4,0.719
SDT_FluidFlow_95.wav,0.2,0.1,0.8,0.467,0.604
SDT_FluidFlow_96.wav,0.2,0.1,0.8,0.533,0.675
SDT_FluidFlow_97.wav,0.2,0.1,0.8,0.6,0.666
SDT_FluidFlow_98.wav,0.2,0.1,0.8,0.667,0.611
SDT_FluidFlow_99.wav,0.2,0.1,0.8,0.733,0.539
SDT_FluidFlow_100.wav,0.2,0.1,0.8,0.8,0.622
SDT_FluidFlow_101.wav,0.2,0.144,0.5,0.2,0.689
SDT_FluidFlow_102.wav,0.2,0.144,0.5,0.267,0.624
SDT_FluidFlow_103.wav,0.2,0.144,0.5,0.333,0.617
SDT_FluidFlow_104.wav,0.2,0.144,0.5,0.4,0.719
SDT_FluidFlow_105.wav,0.2,0.144,0.5,0.467,0.547
SDT_FluidFlow_106.wav,0.2,0.144,0.5,0.533,0.658
SDT_FluidFlow_107.wav,0.2,0.144,0.5,0.6,0.681
SDT_FluidFlow_108.wav,0.2,0.144,0.5,0.667,0.6
SDT_FluidFlow_109.wav,0.2,0.144,0.5,0.733,0.579
SDT_FluidFlow_110.wav,0.2,0.144,0.5,0.8,0.679
SDT_FluidFlow_111.wav,0.2,0.144,0.533,0.2,0.706
SDT_FluidFlow_112.wav,0.2,0.144,0.533,0.267,0.524
SDT_FluidFlow_113.wav,0.2,0.144,0.533,0.333,0.662
SDT_FluidFlow_114.wav,0.2,0.144,0.533,0.4,0.57
SDT_FluidFlow_115.wav,0.2,0.144,0.533,0.467,0.525
SDT_FluidFlow_116.wav,0.2,0.144,0.533,0.533,0.599
SDT_FluidFlow_117.wav,0.2,0.144,0.533,0.6,0.569
SDT_FluidFlow_118.wav,0.2,0.144,0.533,0.667,0.698
SDT_FluidFlow_119.wav,0.2,0.144,0.533,0.733,0.533
SDT_FluidFlow_120.wav,0.2,0.144,0.533,0.8,0.663
SDT_FluidFlow_121.wav,0.2,0.144,0.567,0.2,0.718
SDT_FluidFlow_122.wav,0.2,0.144,0.567,0.267,0.505
SDT_FluidFlow_123.wav,0.2,0.144,0.567,0.333,0.67
SDT_FluidFlow_124.wav,0.2,0.144,0.567,0.4,0.737
SDT_FluidFlow_125.wav,0.2,0.144,0.567,0.467,0.727
SDT_FluidFlow_126.wav,0.2,0.144,0.567,0.533,0.687
SDT_FluidFlow_127.wav,0.2,0.144,0.567,0.6,0.664
SDT_FluidFlow_128.wav,0.2,0.144,0.567,0.667,0.726
SDT_FluidFlow_129.wav,0.2,0.144,0.567,0.733,0.593
SDT_FluidFlow_130.wav,0.2,0.144,0.567,0.8,0.552
SDT_FluidFlow_131.wav,0.2,0.144,0.6,0.2,0.502
SDT_FluidFlow_132.wav,0.2,0.144,0.6,0.267,0.583
SDT_FluidFlow_133.wav,0.2,0.144,0.6,0.333,0.68
SDT_FluidFlow_134.wav,0.2,0.144,0.6,0.4,0.655
SDT_FluidFlow_135.wav,0.2,0.144,0.6,0.467,0.541
SDT_FluidFlow_136.wav,0.2,0.144,0.6,0.533,0.572
SDT_FluidFlow_137.wav,0.2,0.144,0.6,0.6,0.637
SDT_FluidFlow_138.wav,0.2,0.144,0.6,0.667,0.62
SDT_FluidFlow_139.wav,0.2,0.144,0.6,0.733,0.512
SDT_FluidFlow_140.wav,0.2,0.144,0.6,0.8,0.631
SDT_FluidFlow_141.wav,0.2,0.144,0.633,0.2,0.601
SDT_FluidFlow_142.wav,0.2,0.144,0.633,0.267,0.604
SDT_FluidFlow_143.wav,0.2,0.144,0.633,0.333,0.727
SDT_FluidFlow_144.wav,0.2,0.144,0.633,0.4,0.71
SDT_FluidFlow_145.wav,0.2,0.144,0.633,0.467,0.586
SDT_FluidFlow_146.wav,0.2,0.144,0.633,0.533,0.675
SDT_FluidFlow_147.wav,0.2,0.144,0.633,0.6,0.575
SDT_FluidFlow_148.wav,0.2,0.144,0.633,0.667,0.724
SDT_FluidFlow_149.wav,0.2,0.144,0.633,0.733,0.657
SDT_FluidFlow_150.wav,0.2,0.144,0.633,0.8,0.744
SDT_FluidFlow_151.wav,0.2,0.144,0.667,0.2,0.516
SDT_FluidFlow_152.wav,0.2,0.144,0.667,0.267,0.687
SDT_FluidFlow_153.wav,0.2,0.144,0.667,0.333,0.502
SDT_FluidFlow_154.wav,0.2,0.144,0.667,0.4,0.63
SDT_FluidFlow_155.wav,0.2,0.144,0.667,0.467,0.622
SDT_FluidFlow_156.wav,0.2,0.144,0.667,0.533,0.67
SDT_FluidFlow_157.wav,0.2,0.144,0.667,0.6,0.592
SDT_FluidFlow_158.wav,0.2,0.144,0.667,0.667,0.565
SDT_FluidFlow_159.wav,0.2,0.144,0.667,0.733,0.608
SDT_FluidFlow_160.wav,0.2,0.144,0.667,0.8,0.516
SDT_FluidFlow_161.wav,0.2,0.144,0.7,0.2,0.676
SDT_FluidFlow_162.wav,0.2,0.144,0.7,0.267,0.613
SDT_FluidFlow_163.wav,0.2,0.144,0.7,0.333,0.53
SDT_FluidFlow_164.wav,0.2,0.144,0.7,0.4,0.552
SDT_FluidFlow_165.wav,0.2,0.144,0.7,0.467,0.737
SDT_FluidFlow_166.wav,0.2,0.144,0.7,0.533,0.537
SDT_FluidFlow_167.wav,0.2,0.144,0.7,0.6,0.595
SDT_FluidFlow_168.wav,0.2,0.144,0.7,0.667,0.538
SDT_FluidFlow_169.wav,0.2,0.144,0.7,0.733,0.746
SDT_FluidFlow_170.wav,0.2,0.144,0.7,0.8,0.601
SDT_FluidFlow_171.wav,0.2,0.144,0.733,0.2,0.719
SDT_FluidFlow_172.wav,0.2,0.144,0.733,0.267,0.729
SDT_FluidFlow_173.wav,0.2,0.144,0.733,0.333,0.625
SDT_FluidFlow_174.wav,0.2,0.144,0.733,0.4,0.668
SDT_FluidFlow_175.wav,0.2,0.144,0.733,0.467,0.652
SDT_FluidFlow_176.wav,0.2,0.144,0.733,0.533,0.585
SDT_FluidFlow_177.wav,0.2,0.144,0.733,0.6,0.725
SDT_FluidFlow_178.wav,0.2,0.144,0.733,0.667,0.509
SDT_FluidFlow_179.wav,0.2,0.144,0.733,0.733,0.564
SDT_FluidFlow_180.wav,0.2,0.144,0.733,0.8,0.711
SDT_FluidFlow_181.wav,0.2,0.144,0.767,0.2,0.68
SDT_FluidFlow_182.wav,0.2,0.144,0.767,0.267,0.517
SDT_FluidFlow_183.wav,0.2,0.144,0.767,0.333,0.717
SDT_FluidFlow_184.wav,0.2,0.144,0.767,0.4,0.556
SDT_FluidFlow_185.wav,0.2,0.144,0.767,0.467,0.504
SDT_FluidFlow_186.wav,0.2,0.144,0.767,0.533,0.583
SDT_FluidFlow_187.wav,0.2,0.144,0.767,0.6,0.537
SDT_FluidFlow_188.wav,0.2,0.144,0.767,0.667,0.742
SDT_FluidFlow_189.wav,0.2,0.144,0.767,0.733,0.725
SDT_FluidFlow_190.wav,0.2,0.144,0.767,0.8,0.643
SDT_FluidFlow_191.wav,0.2,0.144,0.8,0.2,0.701
SDT_FluidFlow_192.wav,0.2,0.144,0.8,0.267,0.748
SDT_FluidFlow_193.wav,0.2,0.144,0.8,0.333,0.726
SDT_FluidFlow_194.wav,0.2,0.144,0.8,0.4,0.634
SDT_FluidFlow_195.wav,0.2,0.144,0.8,0.467,0.706
SDT_FluidFlow_196.wav,0.2,0.144,0.8,0.533,0.698
SDT_FluidFlow_197.wav,0.2,0.144,0.8,0.6,0.647
SDT_FluidFlow_198.wav,0.2,0.144,0.8,0.667,0.7
SDT_FluidFlow_199.wav,0.2,0.144,0.8,0.733,0.5
SDT_FluidFlow_200.wav,0.2,0.144,0.8,0.8,0.627
SDT_FluidFlow_201.wav,0.2,0.189,0.5,0.2,0.516
SDT_FluidFlow_202.wav,0.2,0.189,0.5,0.267,0.736
SDT_FluidFlow_203.wav,0.2,0.189,0.5,0.333,0.602
SDT_FluidFlow_204.wav,0.2,0.189,0.5,0.4,0.516
SDT_FluidFlow_205.wav,0.2,0.189,0.5,0.467,0.532
SDT_FluidFlow_206.wav,0.2,0.189,0.5,0.533,0.707
SDT_FluidFlow_207.wav,0.2,0.189,0.5,0.6,0.509
SDT_FluidFlow_208.wav,0.2,0.189,0.5,0.667,0.623
SDT_FluidFlow_209.wav,0.2,0.189,0.5,0.733,0.679
SDT_FluidFlow_210.wav,0.2,0.189,0.5,0.8,0.538
SDT_FluidFlow_211.wav,0.2,0.189,0.533,0.2,0.603
SDT_FluidFlow_212.wav,0.2,0.189,0.533,0.267,0.597
SDT_FluidFlow_213.wav,0.2,0.189,0.533,0.333,0.618
SDT_FluidFlow_214.wav,0.2,0.189,0.533,0.4,0.508
SDT_FluidFlow_215.wav,0.2,0.189,0.533,0.467,0.657
SDT_FluidFlow_216.wav,0.2,0.189,0.533,0.533,0.637
SDT_FluidFlow_217.wav,0.2,0.189,0.533,0.6,0.596
SDT_FluidFlow_218.wav,0.2,0.189,0.533,0.667,0.623
SDT_FluidFlow_219.wav,0.2,0.189,0.533,0.733,0.653
SDT_FluidFlow_220.wav,0.2,0.189,0.533,0.8,0.658
SDT_FluidFlow_221.wav,0.2,0.189,0.567,0.2,0.531
SDT_FluidFlow_222.wav,0.2,0.189,0.567,0.267,0.656
SDT_FluidFlow_223.wav,0.2,0.189,0.567,0.333,0.532
SDT_FluidFlow_224.wav,0.2,0.189,0.567,0.4,0.7
SDT_FluidFlow_225.wav,0.2,0.189,0.567,0.467,0.718
SDT_FluidFlow_226.wav,0.2,0.189,0.567,0.533,0.703
SDT_FluidFlow_227.wav,0.2,0.189,0.567,0.6,0.696
SDT_FluidFlow_228.wav,0.2,0.189,0.567,0.667,0.696
SDT_FluidFlow_229.wav,0.2,0.189,0.567,0.733,0.689
SDT_FluidFlow_230.wav,0.2,0.189,0.567,0.8,0.697
SDT_FluidFlow_231.wav,0.2,0.189,0.6,0.2,0.511
SDT_FluidFlow_232.wav,0.2,0.189,0.6,0.267,0.622
SDT_FluidFlow_233.wav,0.2,0.189,0.6,0.333,0.736
SDT_FluidFlow_234.wav,0.2,0.189,0.6,0.4,0.643
SDT_FluidFlow_235.wav,0.2,0.189,0.6,0.467,0.523
SDT_FluidFlow_236.wav,0.2,0.189,0.6,0.533,0.722
SDT_FluidFlow_237.wav,0.2,0.189,0.6,0.6,0.675
SDT_FluidFlow_238.wav,0.2,0.189,0.6,0.667,0.576
SDT_FluidFlow_239.wav,0.2,0.189,0.6,0.733,0.606
SDT_FluidFlow_240.wav,0.2,0.189,0.6,0.8,0.731
SDT_FluidFlow_241.wav,0.2,0.189,0.633,0.2,0.604
SDT_FluidFlow_242.wav,0.2,0.189,0.633,0.267,0.693
SDT_FluidFlow_243.wav,0.2,0.189,0.633,0.333,0.508
SDT_FluidFlow_244.wav,0.2,0.189,0.633,0.4,0.672
SDT_FluidFlow_245.wav,0.2,0.189,0.633,0.467,0.73
SDT_FluidFlow_246.wav,0.2,0.189,0.633,0.533,0.681
SDT_FluidFlow_247.wav,0.2,0.189,0.633,0.6,0.518
SDT_FluidFlow_248.wav,0.2,0.189,0.633,0.667,0.507
SDT_FluidFlow_249.wav,0.2,0.189,0.633,0.733,0.502
SDT_FluidFlow_250.wav,0.2,0.189,0.633,0.8,0.705
SDT_FluidFlow_251.wav,0.2,0.189,0.667,0.2,0.723
SDT_FluidFlow_252.wav,0.2,0.189,0.667,0.267,0.551
SDT_FluidFlow_253.wav,0.2,0.189,0.667,0.333,0.735
SDT_FluidFlow_254.wav,0.2,0.189,0.667,0.4,0.502
SDT_FluidFlow_255.wav,0.2,0.189,0.667,0.467,0.506
SDT_FluidFlow_256.wav,0.2,0.189,0.667,0.533,0.715
SDT_FluidFlow_257.wav,0.2,0.189,0.667,0.6,0.528
SDT_FluidFlow_258.wav,0.2,0.189,0.667,0.667,0.74
SDT_FluidFlow_259.wav,0.2,0.189,0.667,0.733,0.742
SDT_FluidFlow_260.wav,0.2,0.189,0.667,0.8,0.618
SDT_FluidFlow_261.wav,0.2,0.189,0.7,0.2,0.734
SDT_FluidFlow_262.wav,0.2,0.189,0.7,0.267,0.659
SDT_FluidFlow_263.wav,0.2,0.189,0.7,0.333,0.748
SDT_FluidFlow_264.wav,0.2,0.189,0.7,0.4,0.645
SDT_FluidFlow_265.wav,0.2,0.189,0.7,0.467,0.724
SDT_FluidFlow_266.wav,0.2,0.189,0.7,0.533,0.701
SDT_FluidFlow_267.wav,0.2,0.189,0.7,0.6,0.561
SDT_FluidFlow_268.wav,0.2,0.189,0.7,0.667,0.573
SDT_FluidFlow_269.wav,0.2,0.189,0.7,0.733,0.512
SDT_FluidFlow_270.wav,0.2,0.189,0.7,0.8,0.505
SDT_FluidFlow_271.wav,0.2,0.189,0.733,0.2,0.518
SDT_FluidFlow_272.wav,0.2,0.189,0.733,0.267,0.638
SDT_FluidFlow_273.wav,0.2,0.189,0.733,0.333,0.536
SDT_FluidFlow_274.wav,0.2,0.189,0.733,0.4,0.659
SDT_FluidFlow_275.wav,0.2,0.189,0.733,0.467,0.611
SDT_FluidFlow_276.wav,0.2,0.189,0.733,0.533,0.737
SDT_FluidFlow_277.wav,0.2,0.189,0.733,0.6,0.602
SDT_FluidFlow_278.wav,0.2,0.189,0.733,0.667,0.682
SDT_FluidFlow_279.wav,0.2,0.189,0.733,0.733,0.551
SDT_FluidFlow_280.wav,0.2,0.189,0.733,0.8,0.618
SDT_FluidFlow_281.wav,0.2,0.189,0.767,0.2,0.699
SDT_FluidFlow_282.wav,0.2,0.189,0.767,0.267,0.64
SDT_FluidFlow_283.wav,0.2,0.189,0.767,0.333,0.699
SDT_FluidFlow_284.wav,0.2,0.189,0.767,0.4,0.6
SDT_FluidFlow_285.wav,0.2,0.189,0.767,0.467,0.608
SDT_FluidFlow_286.wav,0.2,0.189,0.767,0.533,0.613
SDT_FluidFlow_287.wav,0.2,0.189,0.767,0.6,0.536
SDT_FluidFlow_288.wav,0.2,0.189,0.767,0.667,0.659
SDT_FluidFlow_289.wav,0.2,0.189,0.767,0.733,0.551
SDT_FluidFlow_290.wav,0.2,0.189,0.767,0.8,0.675
SDT_FluidFlow_291.wav,0.2,0.189,0.8,0.2,0.502
SDT_FluidFlow_292.wav,0.2,0.189,0.8,0.267,0.692
SDT_FluidFlow_293.wav,0.2,0.189,0.8,0.333,0.636
SDT_FluidFlow_294.wav,0.2,0.189,0.8,0.4,0.677
SDT_FluidFlow_295.wav,0.2,0.189,0.8,0.467,0.67
SDT_FluidFlow_296.wav,0.2,0.189,0.8,0.533,0.558
SDT_FluidFlow_297.wav,0.2,0.189,0.8,0.6,0.57
SDT_FluidFlow_298.wav,0.2,0.189,0.8,0.667,0.53
SDT_FluidFlow_299.wav,0.2,0.189,0.8,0.733,0.51
SDT_FluidFlow_300.wav,0.2,0.189,0.8,0.8,0.632
SDT_FluidFlow_301.wav,0.2,0.233,0.5,0.2,0.599
SDT_FluidFlow_302.wav,0.2,0.233,0.5,0.267,0.563
SDT_FluidFlow_303.wav,0.2,0.233,0.5,0.333,0.689
SDT_FluidFlow_304.wav,0.2,0.233,0.5,0.4,0.649
SDT_FluidFlow_305.wav,0.2,0.233,0.5,0.467,0.698
SDT_FluidFlow_306.wav,0.2,0.233,0.5,0.533,0.585
SDT_FluidFlow_307.wav,0.2,0.233,0.5,0.6,0.562
SDT_FluidFlow_308.wav,0.2,0.233,0.5,0.667,0.541
SDT_FluidFlow_309.wav,0.2,0.233,0.5,0.733,0.572
SDT_FluidFlow_310.wav,0.2,0.233,0.5,0.8,0.643
SDT_FluidFlow_311.wav,0.2,0.233,0.533,0.2,0.633
SDT_FluidFlow_312.wav,0.2,0.233,0.533,0.267,0.659
SDT_FluidFlow_313.wav,0.2,0.233,0.533,0.333,0.695
SDT_FluidFlow_314.wav,0.2,0.233,0.533,0.4,0.573
SDT_FluidFlow_315.wav,0.2,0.233,0.533,0.467,0.657
SDT_FluidFlow_316.wav,0.2,0.233,0.533,0.533,0.674
SDT_FluidFlow_317.wav,0.2,0.233,0.533,0.6,0.648
SDT_FluidFlow_318.wav,0.2,0.233,0.533,0.667,0.667
SDT_FluidFlow_319.wav,0.2,0.233,0.533,0.733,0.618
SDT_FluidFlow_320.wav,0.2,0.233,0.533,0.8,0.619
SDT_FluidFlow_321.wav,0.2,0.233,0.567,0.2,0.58
SDT_FluidFlow_322.wav,0.2,0.233,0.567,0.267,0.515
SDT_FluidFlow_323.wav,0.2,0.233,0.567,0.333,0.686
SDT_FluidFlow_324.wav,0.2,0.233,0.567,0.4,0.655
SDT_FluidFlow_325.wav,0.2,0.233,0.567,0.467,0.618
SDT_FluidFlow_326.wav,0.2,0.233,0.567,0.533,0.503
SDT_FluidFlow_327.wav,0.2,0.233,0.567,0.6,0.517
SDT_FluidFlow_328.wav,0.2,0.233,0.567,0.667,0.672
SDT_FluidFlow_329.wav,0.2,0.233,0.567,0.733,0.667
SDT_FluidFlow_330.wav,0.2,0.233,0.567,0.8,0.51
SDT_FluidFlow_331.wav,0.2,0.233,0.6,0.2,0.75
SDT_FluidFlow_332.wav,0.2,0.233,0.6,0.267,0.675
SDT_FluidFlow_333.wav,0.2,0.233,0.6,0.333,0.557
SDT_FluidFlow_334.wav,0.2,0.233,0.6,0.4,0.572
SDT_FluidFlow_335.wav,0.2,0.233,0.6,0.467,0.615
SDT_FluidFlow_336.wav,0.2,0.233,0.6,0.533,0.542
SDT_FluidFlow_337.wav,0.2,0.233,0.6,0.6,0.724
SDT_FluidFlow_338.wav,0.2,0.233,0.6,0.667,0.612
SDT_FluidFlow_339.wav,0.2,0.233,0.6,0.733,0.631
SDT_FluidFlow_340.wav,0.2,0.233,0.6,0.8,0.728
SDT_FluidFlow_341.wav,0.2,0.233,0.633,0.2,0.697
SDT_FluidFlow_342.wav,0.2,0.233,0.633,0.267,0.702
SDT_FluidFlow_343.wav,0.2,0.233,0.633,0.333,0.555
SDT_FluidFlow_344.wav,0.2,0.233,0.633,0.4,0.735
SDT_FluidFlow_345.wav,0.2,0.233,0.633,0.467,0.512
SDT_FluidFlow_346.wav,0.2,0.233,0.633,0.533,0.559
SDT_FluidFlow_347.wav,0.2,0.233,0.633,0.6,0.547
SDT_FluidFlow_348.wav,0.2,0.233,0.633,0.667,0.66
SDT_FluidFlow_349.wav,0.2,0.233,0.633,0.733,0.653
SDT_FluidFlow_350.wav,0.2,0.233,0.633,0.8,0.676
SDT_FluidFlow_351.wav,0.2,0.233,0.667,0.2,0.571
SDT_FluidFlow_352.wav,0.2,0.233,0.667,0.267,0.588
SDT_FluidFlow_353.wav,0.2,0.233,0.667,0.333,0.658
SDT_FluidFlow_354.wav,0.2,0.233,0.667,0.4,0.739
SDT_FluidFlow_355.wav,0.2,0.233,0.667,0.467,0.732
SDT_FluidFlow_356.wav,0.2,0.233,0.667,0.533,0.645
SDT_FluidFlow_357.wav,0.2,0.233,0.667,0.6,0.676
SDT_FluidFlow_358.wav,0.2,0.233,0.667,0.667,0.566
SDT_FluidFlow_359.wav,0.2,0.233,0.667,0.733,0.541
SDT_FluidFlow_360.wav,0.2,0.233,0.667,0.8,0.664
SDT_FluidFlow_361.wav,0.2,0.233,0.7,0.2,0.697
SDT_FluidFlow_362.wav,0.2,0.233,0.7,0.267,0.743
SDT_FluidFlow_363.wav,0.2,0.233,0.7,0.333,0.73
SDT_FluidFlow_364.wav,0.2,0.233,0.7,0.4,0.585
SDT_FluidFlow_365.wav,0.2,0.233,0.7,0.467,0.721
SDT_FluidFlow_366.wav,0.2,0.233,0.7,0.533,0.581
SDT_FluidFlow_367.wav,0.2,0.233,0.7,0.6,0.581
SDT_FluidFlow_368.wav,0.2,0.233,0.7,0.667,0.511
SDT_FluidFlow_369.wav,0.2,0.233,0.7,0.733,0.552
SDT_FluidFlow_370.wav,0.2,0.233,0.7,0.8,0.547
SDT_FluidFlow_371.wav,0.2,0.233,0.733,0.2,0.668
SDT_FluidFlow_372.wav,0.2,0.233,0.733,0.267,0.578
SDT_FluidFlow_373.wav,0.2,0.233,0.733,0.333,0.564
SDT_FluidFlow_374.wav,0.2,0.233,0.733,0.4,0.678
SDT_FluidFlow_375.wav,0.2,0.233,0.733,0.467,0.734
SDT_FluidFlow_376.wav,0.2,0.233,0.733,0.533,0.615
SDT_FluidFlow_377.wav,0.2,0.233,0.733,0.6,0.512
SDT_FluidFlow_378.wav,0.2,0.233,0.733,0.667,0.745
SDT_FluidFlow_379.wav,0.2,0.233,0.733,0.733,0.53
SDT_FluidFlow_380.wav,0.2,0.233,0.733,0.8,0.525
SDT_FluidFlow_381.wav,0.2,0.233,0.767,0.2,0.604
SDT_FluidFlow_382.wav,0.2,0.233,0.767,0.267,0.61
SDT_FluidFlow_383.wav,0.2,0.233,0.767,0.333,0.607
SDT_FluidFlow_384.wav,0.2,0.233,0.767,0.4,0.707
SDT_FluidFlow_385.wav,0.2,0.233,0.767,0.467,0.545
SDT_FluidFlow_386.wav,0.2,0.233,0.767,0.533,0.532
SDT_FluidFlow_387.wav,0.2,0.233,0.767,0.6,0.734
